Model,Owner,Role,Official Threshold Type,Best Threshold,Accuracy Threshold,Train Samples,Validation Samples,Test Samples,Test Accuracy,Test F1,Test Precision,Test Recall,Test Log Loss,Training Time sec,Inference Time sec,Inference ms/sample,Model Size MB,Encoder Size MB,Parameter Count,Encoder Parameter Count,State Tensor Count,Memory RSS MB,Max Sequence Length,Vocabulary Size,Embedding Dim,LSTM Units,Batch Size,Epochs Run,GPU,Benchmark Scope
BERT Cross-Encoder Int8,Yuchan,Embedding tables and linear layers quantized to int8,validation_f1_best_sampled_500_quantization,0.46000000000000024,0.46000000000000024,323432,500,500,0.902,0.855457227138643,0.7923497267759563,0.9294871794871795,0.2457328515312866,,16.17962174996501,101.1226359372813,104.89623355865479,,38400,,23874199,,128,30522,768,,32,3,CPU only,sampled_500
